"ValidationStatus","RelationshipId","Source","RelationshipType","TargetType","Target","DiscoveryMethod","FunctionName","Confidence","ReferenceCount"
"NOT_YET_CATALOGED","597eeccf9cbea4615d2b7898","process::DimUpdateWrapper -  Material","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","4"
"NOT_YET_CATALOGED","902ab9972275151e5f601a18","process::DimUpdateWrapper -  Order","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","68450e654173dbfd82020c0d","process::DimUpdateWrapper -  Plant","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","5d75bd361cbdbe5ae4db2fdc","process::DimUpdateWrapper -  Turnaround and Other Project","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","76919872b25af23502376652","process::DimUpdateWrapper -  Vendor","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","bbf235228c40804ec2f72cb7","process::DimUpdateWrapper -  WBS Element","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","e8049085d64f52b803b23d9f","process::DimUpdateWrapper - BS Account","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","376f6480ea66c9bbc6008d49","process::DimUpdateWrapper - Cost Center","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","5e5840c85e14b17284e69998","process::DimUpdateWrapper - Customer","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","6c97c3a77821d801adfa870a","process::DimUpdateWrapper - PL Account","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","04f4c0f02d239bdf7896cf9e","process::DimUpdateWrapper - Plant Assessment Cost Object","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","e3d29ba0a747b689bb822d44","process::DimUpdateWrapper - Profit Center","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","67b06d9b1aef292f14893626","process::Sys_File_Archive","READS_ATTRIBUTE","attribute","attribute::}Processes.Archive Folder","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","f09b6f3216a47898051a4405","process::AAQ_Add REA#","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","98f6374c569e368cfee56445","process::AAQ_Clear Process Descrip","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","274e607c7c963c7068b9b36e","process::AAQ_PROCESS REA DATA_V5","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","da88301509fe821cffe6d046","process::AAQ_Process2000MCHK_V3","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","970e2910124bd2dffe2ee12a","process::AAQ_ProcessAAQ_V3","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","386bd878744d4b52efb0f1bb","process::DataUpdate - Fixed Manufacturing Cost - Plan","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","7d560f8753be594662ff824e","process::DataUpdate - Manufacturing Cost - Transferred Costs","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","abd426dca63939f2518c7faf","process::DataWrapper - Balance Sheet Detail","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","640850e72849a9ab1cb31ff0","process::DataWrapper - Balance Sheet Detail and Profit and Loss Detail","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","f5e2be4e58e393c0f6c097ec","process::DataWrapper - Fixed Manufacturing Cost - Plan","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","6c8e49ab8dff40d5237e5f66","process::DataWrapper - Manufacturing Cost","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","5d8cea383e3485878aa271f6","process::DataWrapper - Profit and Loss Detail","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","7dd7caac37e78b786fa666a8","process::DataWrapper - Project Spending","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","23c8c72a4d765e58df76f9f7","process::DataWrapper - SYS UOM Conversion Factor","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","a146896f625cf80913728d8e","process::DataWrapper- SYS Control - Period Variable","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","7d72a760bdc63be5639b4a0a","process::DimUpdate - Document No","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","66a217fe4310451e6fbf7527","process::DimUpdate - SYS Mfg Cost Account","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","a64111bf1935547d9b89f979","process::DimUpdateWrapper -  Company","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","bdeee5c8fb0bacc196ea87cc","process::DimUpdateWrapper -  Functional Area","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","c77f6d8009c8cc0bbffc7a6a","process::DimUpdateWrapper -  Material","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","5"
"NOT_YET_CATALOGED","0180165ad208620213452144","process::DimUpdateWrapper -  Order","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","330fd10c07682cf50f48d2c9","process::DimUpdateWrapper -  Plant","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","9be0e096c2b8dfa38dab0307","process::DimUpdateWrapper -  Turnaround and Other Project","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","ae0e07b6abc02b24f337360c","process::DimUpdateWrapper -  Vendor","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","193a82b732c5238fa00f44bf","process::DimUpdateWrapper -  WBS Element","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","572b4ee257e87d1c0cce14c2","process::DimUpdateWrapper - BS Account","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","3"
"NOT_YET_CATALOGED","e537d8cb86d9f55c67788c9a","process::DimUpdateWrapper - Cost Center","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","956ff3fea1834c9a848d7fb1","process::DimUpdateWrapper - Customer","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","02abfaab5d590663100e32b8","process::DimUpdateWrapper - PL Account","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","3"
"NOT_YET_CATALOGED","c179ad5863e2cc4aac1e6e03","process::DimUpdateWrapper - Plant Assessment Cost Object","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","bac1aa2402dcceb6202c460c","process::DimUpdateWrapper - Profit Center","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","41ef3b4baf96ab61e69697e8","process::Notification - Profit and Loss","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","59115ebadf59e0c2085b8606","process::Sys_File_Archive","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","6f2404639f9c86469256e18b","process::sys_File_DateStamp Check","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","6276a51773a821dd30cddfbf","process::Sys_File_Lookup","WRITES_ATTRIBUTE","attribute","attribute::}Processes.Source File","tm1_ti_parser","AttrPutS","CONFIRMED","1"
"NOT_YET_CATALOGED","4f03937552ba84dabb8d60b3","process::sys_File_DateStamp Check","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File Mask","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","f0b2d29e0f71130d510bbb0b","process::Sys_File_Lookup","READS_ATTRIBUTE","attribute","attribute::}Processes.Source File Mask","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","cd4c6991219aa9b27d96738a","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE 1","tm1_rule_parser","ATTRS","RESOLVED","2"
"NOT_YET_CATALOGED","090e17eb56f41c5e45d085a5","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE 2","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","b5face5462c681de3904a4d9","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE 3","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","158ef91046565794790918c1","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE 4","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","5a63419c56fa72b838299f55","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE 5","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","273d2dd7f34da061884ac865","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE Description Check","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","0924e808292284fbc7d34a70","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::AFE Number","tm1_rule_parser","ATTRS","RESOLVED","7"
"NOT_YET_CATALOGED","20b89117196af5413010cea7","cube::Project Spending","REFERENCES","attribute","attribute::AFE Number::AFE Number","tm1_rule_parser","ATTRS","RESOLVED","2"
"NOT_YET_CATALOGED","31b1ecb9c192834d09a94ff9","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","830ead217eb714fb169246f6","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::CM APPR AMT","tm1_rule_parser","ATTRN","RESOLVED","2"
"NOT_YET_CATALOGED","0250e7f12cf8ee488da2d1be","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::CM TOT SPD EST","tm1_rule_parser","ATTRN","RESOLVED","1"
"NOT_YET_CATALOGED","111ca33dbec0d0b464b8d156","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::CY PLAN AMT","tm1_rule_parser","ATTRN","RESOLVED","1"
"NOT_YET_CATALOGED","6bca5bb5eeef88815bb214a3","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::Max ( CM APPR AMT vs CY PLAN AMT )","tm1_rule_parser","ATTRN","RESOLVED","1"
"NOT_YET_CATALOGED","9769adb68986cf84c3a27d29","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::Max ( CM TOT SPD EST vs Max ( CM APPR AMT vs CY PLAN AMT ) )","tm1_rule_parser","ATTRN","RESOLVED","1"
"NOT_YET_CATALOGED","9618d7797681678c007d8bfb","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::Plant","tm1_rule_parser","ATTRS","RESOLVED","8"
"NOT_YET_CATALOGED","3b50d074b1e3711c71908a0b","cube::Project Spending","REFERENCES","attribute","attribute::AFE Number::Purge Month","tm1_rule_parser","ATTRS","RESOLVED","2"
"NOT_YET_CATALOGED","1ba513c0424b6d98754c7617","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::Rollup Threshold 1","tm1_rule_parser","ATTRS","RESOLVED","2"
"NOT_YET_CATALOGED","c2929ef54790754f1dfdf9c1","cube::}ElementAttributes_AFE Number","REFERENCES","attribute","attribute::AFE Number::Rollup Threshold 2","tm1_rule_parser","ATTRS","RESOLVED","2"
"NOT_YET_CATALOGED","957bd2a445db8c74ba49ecf3","process::DataUpdate - Project Spending - Actual","READS_ATTRIBUTE","attribute","attribute::AFE Number.Environment Investment","tm1_ti_parser","CellGetS","CONFIRMED","1"
"NOT_YET_CATALOGED","ac5a06ce48339283e1825a0d","process::DataUpdate - Project Spending - Actual","READS_ATTRIBUTE","attribute","attribute::AFE Number.Funded/Unfunded","tm1_ti_parser","CellGetS","CONFIRMED","1"
"NOT_YET_CATALOGED","91aa6688fa10d4fe2287902e","process::DataUpdate - Project Spending - Actual","READS_ATTRIBUTE","attribute","attribute::AFE Number.Investment Reason","tm1_ti_parser","CellGetS","CONFIRMED","1"
"NOT_YET_CATALOGED","42a75170249e73df71fd204f","cube::Manual Input Balance Sheet","REFERENCES","attribute","attribute::BS Account::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","35a3c757bd1b9e8902e3dde8","cube::SYS Hierarchy Validation","REFERENCES","attribute","attribute::BS Account::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","8649b14d51470473163d5f0b","process::DataUpdate - Balance Sheet","READS_ATTRIBUTE","attribute","attribute::BS Account.Default Flow Code","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","39544fc7cba5efe8a09368c7","process::DataUpdate - Balance Sheet - Period 13","READS_ATTRIBUTE","attribute","attribute::BS Account.Default Flow Code","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","79ad091f3674ac26affb5f28","process::zTemp_Attrs_ BS Doc No","CREATES_ATTRIBUTE","attribute","attribute::BS Document No.Flow Code","tm1_ti_parser","AttrInsert","CONFIRMED","1"
"NOT_YET_CATALOGED","33afdf70dd1f4ba4c4a85dfb","process::zTemp_Attrs_ BS Doc No","CREATES_ATTRIBUTE","attribute","attribute::BS Document No.Profit Center","tm1_ti_parser","AttrInsert","CONFIRMED","1"
"NOT_YET_CATALOGED","0fa43b23ff972bbc2996da6d","process::zTemp_Attrs_ BS Doc No","CREATES_ATTRIBUTE","attribute","attribute::BS Document No.Trading Partner","tm1_ti_parser","AttrInsert","CONFIRMED","1"
"NOT_YET_CATALOGED","0faa76f9989cbc13440c6031","cube::Manual Input Balance Sheet","REFERENCES","attribute","attribute::Company::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","60099b8bde3081b74767353b","cube::SYS Hierarchy Validation","REFERENCES","attribute","attribute::Company::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","234611bd437e594e2a4dac80","cube::}ElementAttributes_Plant","REFERENCES","attribute","attribute::Company::Description","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","999d2aad344162b1ab7a23b0","cube::}ElementAttributes_Plant","REFERENCES","attribute","attribute::Company::Parent","tm1_rule_parser","ATTRS","RESOLVED","4"
"NOT_YET_CATALOGED","ccde52f8e3e9ba10f428b629","process::DimUpdate - Order","READS_ATTRIBUTE","attribute","attribute::Company.CAPTION","tm1_ti_parser","CellGetS","CONFIRMED","1"
"NOT_YET_CATALOGED","0cbaef535e55fac145b0e4b7","process::DimUpdate - Turnaround and Other Project","READS_ATTRIBUTE","attribute","attribute::Company.CAPTION","tm1_ti_parser","ATTRS","CONFIRMED","2"
"NOT_YET_CATALOGED","277bf59a9415af6aca2dc868","cube::}ElementAttributes_Compare","REFERENCES","attribute","attribute::Compare::Month","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","06e67236a2f83f26a52bfbde","cube::}ElementAttributes_Plant","REFERENCES","attribute","attribute::Cost Center::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","871bc0664a35ad91b6ff5dd5","cube::Manual Input Below the Line","REFERENCES","attribute","attribute::Cost Center::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","efd5eb4c87ac145624dc72de","cube::SYS Hierarchy Validation","REFERENCES","attribute","attribute::Cost Center::CAPTION","tm1_rule_parser","ATTRS","RESOLVED","1"
"NOT_YET_CATALOGED","697fc77c29b494923bd2a1fc","cube::Below the Line","REFERENCES","attribute","attribute::Cost Center::Functional Area","tm1_rule_parser","ATTRS","RESOLVED","10"
"NOT_YET_CATALOGED","741a445ec1fa17269a5c57f3","cube::Below the Line Report","REFERENCES","attribute","attribute::Cost Center::Functional Area","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","53f6ea2d15e0fbdb1a036946","cube::Cost Center","REFERENCES","attribute","attribute::Cost Center::Functional Area","tm1_rule_parser","ATTRS","RESOLVED","4"
"NOT_YET_CATALOGED","61fd3a606547687467d48e04","cube::Fixed Manufacturing Cost","REFERENCES","attribute","attribute::Cost Center::Functional Area","tm1_rule_parser","ATTRS","RESOLVED","4"
"NOT_YET_CATALOGED","55d52c5dda7aad7d19b9d2d7","cube::}ElementAttributes_Plant","REFERENCES","attribute","attribute::Cost Center::OXY-CCA2 Parent","tm1_rule_parser","ATTRS","RESOLVED","2"
"NOT_YET_CATALOGED","a406cf085c269d729bb409af","cube::}ElementAttributes_Cost Center","REFERENCES","attribute","attribute::Cost Center::Profit Center Area","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","f79fa036fd85c7202672b3b3","cube::}ElementAttributes_Cost Center","REFERENCES","attribute","attribute::Cost Center::Profit Center L1","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","c2ee52036c01e8df75b90ae2","cube::}ElementAttributes_Cost Center","REFERENCES","attribute","attribute::Cost Center::Profit Center L2","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","8280181cae15b02ee8be19dc","cube::}ElementAttributes_Cost Center","REFERENCES","attribute","attribute::Cost Center::Profit Center L3","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","fe220d6cdbdf14a21a5f0e76","cube::}ElementAttributes_Cost Center","REFERENCES","attribute","attribute::Cost Center::Profit Center L4","tm1_rule_parser","ATTRS","RESOLVED","3"
"NOT_YET_CATALOGED","89932f8ef3d884939aaf729f","process::DataUpdate - Below the Line - Corporate Headcount","READS_ATTRIBUTE","attribute","attribute::Cost Center.Functional Area","tm1_ti_parser","ATTRS","CONFIRMED","1"
"NOT_YET_CATALOGED","bbc1bb3bf474a8b91b29624f","process::DataUpdate - Below the Line Assessments - Outlook","READS_ATTRIBUTE","attribute","attribute::Cost Center.Functional Area","tm1_ti_parser","CellGetS","CONFIRMED","1"
